,Dis No,Year,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,River Basin,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,"Reconstruction Costs, Adjusted ('000 US$)","Insured Damages, Adjusted ('000 US$)","Total Damages, Adjusted ('000 US$)",Geo Locations,Start Date,End Date,Location List,mentions_1,mentions_2,mentions_3
461,2019-0082-AFG,2019.0,,Natural,Hydrological,Flood,,,,Afghanistan,AFG,Southern Asia,Asia,"Zheri, Dand,Damand, Arghandab, Spinboldak,Takhtapu, Panjwai, Boldack, Shah Wali Kot Districts (Kandahar province); Shandand district (Herat province); Ab Kamari; Bala Murghab, Jawand, Qala-e-Naw distrits (Farah province); Zaazi Aryoub district Marikhil village and Wazi Zadran district (Paktia province); Mandozai, Bak, Ali Shir, Sabri districts and Khost City (Khost province); Sayed Abaad, Daimir daad, Jalriz districts (Wardak province); Kunar, Zabul, Nimroz, provinces Chaparhaar District, Guldara Dowlatzai Village, Surkh Rood District, Bakhtaan Village, Angoor Bagh area of Jalal Abaad, Haska Mina district Dowlatkhil Village (Nangarhar province); Hilmand, Laghman provinces ",,"Slide (land, mud, snow, rock)",,,,,441236.0,Km2,31.991,67.078,,63.0,,122600.0,6500.0,129100.0,,,,"Farah, Hilmand, Hirat, Kandahar, Khost, Kunar, Laghman, Nangarhar, Nimroz, Paktya, Wardak, Zabul (Adm1). ",2019-03-02,,"['Zheri', 'Dand,Damand', 'Arghandab', 'Spinboldak,Takhtapu', 'Panjwai', 'Boldack', 'Shah Wali Kot Districts', 'Kandahar province', 'Shandand district', 'Herat province', 'Ab Kamari', 'Bala Murghab', 'Jawand', 'Qala-e-Naw distrits', 'Farah province', 'Zaazi Aryoub district Marikhil village and Wazi Zadran district', 'Paktia province', 'Mandozai', 'Bak', 'Ali Shir', 'Sabri districts and Khost City', 'Khost province', 'Sayed Abaad', 'Daimir daad', 'Jalriz districts', 'Wardak province', 'Kunar', 'Zabul', 'Nimroz', 'provinces Chaparhaar District', 'Guldara Dowlatzai Village', 'Surkh Rood District', 'Bakhtaan Village', 'Angoor Bagh area of Jalal Abaad', 'Haska Mina district Dowlatkhil Village', 'Nangarhar province', 'Hilmand', 'Laghman provinces ']",0.0,1.0,0.0
462,2019-0287-BIH,2019.0,,Natural,Hydrological,Flood,,,,Bosnia and Herzegovina,BIH,Southern Europe,Europe,Tuzla,Heavy rains,"Slide (land, mud, snow, rock)",,,Yes,,27245.0,Km2,44.089,19.298,,,,159.0,,159.0,,,,Tuzla (Adm2). ,2019-06-01,2019-06-25,['Tuzla'],0.0,0.0,2.0
463,2019-0100-BRA,2019.0,,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas,"São Paulo, São Bernardo do Campo, Ribeirão Pires, Suzano (Sao Paulo)",Torrential rains,"Slide (land, mud, snow, rock)",,,,,20310.0,Km2,-23.539,-46.124,,12.0,6.0,1300.0,,1306.0,,,,"Ribeirao Pires, Sao Bernardo Do Campo, Sao Paulo, Suzano (Adm2). ",2019-03-10,2019-03-11,"['São Paulo', 'São Bernardo do Campo', 'Ribeirão Pires', 'Suzano', 'Sao Paulo']",0.0,0.0,57.0
464,2019-0146-BRA,2019.0,,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas,"Rio de Janeiro, Maranhao, Piaui, Sao Paulo states",Heavy rains,"Slide (land, mud, snow, rock)",,,Yes,,,Km2,,,,10.0,,4500.0,,4500.0,,,,"Maranhao, Piaui, Rio De Janeiro, Sao Paulo (Adm1). ",2019-04-08,2019-04-09,"['Rio de Janeiro', 'Maranhao', 'Piaui', 'Sao Paulo states']",0.0,5.0,2.0
465,2019-0159-COL,2019.0,,Natural,Hydrological,Flood,,,,Colombia,COL,South America,Americas,"Antioquia, Nariño, Cauca, Cundinamarca, Huila, Caldas, Caquetá",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,14.0,,1647.0,,1647.0,,,,"Antioquia, Caldas, Caqueta, Cauca, Cundinamarca, Huila, Narino (Adm1). ",2019-04-07,2019-04-15,"['Antioquia', 'Nariño', 'Cauca', 'Cundinamarca', 'Huila', 'Caldas', 'Caquetá']",0.0,3.0,12.0
466,2019-0015-ESP,2019.0,,Natural,Hydrological,Flood,Riverine flood,,,Spain,ESP,Southern Europe,Europe,Asturies,Heavy rains,"Slide (land, mud, snow, rock)",,,,,6802.0,Km2,43.284,-6.225,Tineo,4.0,,,,,,33197.0,66393.0,Principado de Asturias (Adm1). ,2019-01-22,2019-01-25,['Asturies'],0.0,1.0,8.0
467,2019-0171-CAN,2019.0,,Natural,Hydrological,Flood,,,,Canada,CAN,Northern America,Americas,"Ontario, Nouveau-Brunswick, Quebec",Incresaing temperatures and heavy rains,Broken Dam/Burst bank,,,,,,Km2,,,"St Lawrence, St John rivers",1.0,,19500.0,,19500.0,,240390.0,915772.0,"New Brunswick / Nouveau-Brunswick, Ontario, Quebec / Québec (Adm1). ",2019-04-27,2019-05-05,"['Ontario', 'Nouveau-Brunswick', 'Quebec']",0.0,0.0,52.0
468,2019-0008-ARG,2019.0,FL-2019-000009,Natural,Hydrological,Flood,,,,Argentina,ARG,South America,Americas,"Corrientes, Santiago del Estero, Chaco, Tucumán, Santa Fe, Entre Ríos provinces",Heavy rain,Storm,,,,,,Km2,,,,4.0,,31451.0,,31451.0,,,,"Chaco, Corrientes, Entre Rios, Santa Fe, Santiago Del Estero, Tucuman (Adm1). ",2019-01-11,2019-01-17,"['Corrientes', 'Santiago del Estero', 'Chaco', 'Tucumán', 'Santa Fe', 'Entre Ríos provinces']",0.0,10.0,168.0
469,2019-0008-BRA,2019.0,FL-2019-000009,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas,"Alegrete, Santana da Boa Vista, Quaraí , Bagé and Lavras do Sul Municipalities municipalities (Rio Grande do Sul State)",,Storm,,,Yes,,,Km2,,,,4.0,,10000.0,,10000.0,,,,Rio Grande Do Sul (Adm1). ,2019-01-11,2019-01-11,"['Alegrete', 'Santana da Boa Vista', 'Quaraí ', 'Bagé and Lavras do Sul Municipalities municipalities', 'Rio Grande do Sul State']",0.0,1.0,39.0
470,2019-0301-ESP,2019.0,,Natural,Hydrological,Flood,Flash flood,,,Spain,ESP,Southern Europe,Europe,"Tafalla, Ezprogui (Autonomous Community of Navarre)",Heavy rains,Storm,,,Yes,,,Km2,,,Cidacos River,1.0,,,,,,,,Comunidad Foral de Navarra (Adm1). ,2019-07-08,2019-07-08,"['Tafalla', 'Ezprogui', 'Autonomous Community of Navarre']",0.0,0.0,4.0
471,2019-0084-AUS,2019.0,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Australia,AUS,Australia and New Zealand,Oceania,Gippsland region (South-east Victoria state),Heat wave and lighthening,Heat wave,,,,,,Km2,,,,,,600.0,27.0,627.0,,,,"East Gippsland (S), South Gippsland (S) (Adm2). ",2019-03-01,2019-03-20,"['Gippsland region', 'South-east Victoria state']",0.0,3.0,1.0
472,2019-0165-COM,2019.0,,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Kenneth',Comoros (the),COM,Eastern Africa,Africa,"Grande Comore, Moheli, Anjouan islands ",,Flood,,Yes,,,185.0,Kph,,,,8.0,180.0,345131.0,,345311.0,,,,"Anjouan, Moheli, Ngazidja (Adm1). ",2019-04-24,2019-04-25,"['Grande Comore', 'Moheli', 'Anjouan islands ']",0.0,1.0,5.0
473,2019-0283-ECU,2019.0,,Natural,Hydrological,Landslide,Landslide,,,Ecuador,ECU,South America,Americas,"Banos de Agua Santa (Tungurahua province, central Ecuador); Juive Grande",Heavy rains,Flood,,,,,,,,,,2.0,,145.0,,145.0,,,,Banos de Agua Santa (Adm2). ,2019-06-22,2019-06-22,"['Banos de Agua Santa', 'Tungurahua province', 'central Ecuador', 'Juive Grande']",0.0,1.0,34.0
474,2019-0186-ESP,2019.0,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Spain,ESP,Southern Europe,Europe,"Valencia; Xabia, Denia municipalities (Alicante)",,Flood,,,,,100.0,Kph,,,,,,320.0,,320.0,,,,"Alicante/Alacant, Valencia/Valéncia (Adm2). ",2019-04-18,2019-04-22,"['Valencia', 'Xabia', 'Denia municipalities', 'Alicante']",0.0,0.0,33.0
475,2019-0001-AUT,2019.0,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Austria,AUT,Western Europe,Europe,"Land du Vorarlberg, alpes salzbourgeoises, Land de Styrie",,"Avalanche (Snow, Debris)",,,,,,Kph,,,,11.0,,,,,,,,"Salzburg, Steiermark, Vorarlberg (Adm1). ",2019-01-05,2019-01-16,"['Land du Vorarlberg', 'alpes salzbourgeoises', 'Land de Styrie']",0.0,0.0,4.0
476,2019-0001-CHE,2019.0,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Switzerland,CHE,Western Europe,Europe,"Alpes valaisannes, Verbier, Mont-Rogneux",,"Avalanche (Snow, Debris)",,,,,,Kph,,,,4.0,,,,,,,,Valais (Adm1). ,2019-01-13,2019-01-15,"['Alpes valaisannes', 'Verbier', 'Mont-Rogneux']",0.0,0.0,2.0
477,2019-0044-DZA,2019.0,CW-2019-000010,Natural,Meteorological,Extreme temperature ,Cold wave,,,Algeria,DZA,Northern Africa,Africa,"Tizi Ouzou, Medea, Setif, Bourdj Bouriridj, Batna, Bejaia Bouira, Boumerdes, Jijel (northern governorates); Oum El Bouaghi, El Bayedh, Khanchela (high plateau North-East); Naama governortae (West)",,Snow/ice,,,,,,°C,,,,8.0,25.0,125000.0,,125025.0,,,,"Batna, Bejaia, Bordj Bou Arrer, Bouira, Boumerdes, El Bayadh, Jijel, Khenchela, Medea, Naama, Oum El Bouaghi, Setif, Tizi Ouzou (Adm1). ",2019-01-11,2019-03-22,"['Tizi Ouzou', 'Medea', 'Setif', 'Bourdj Bouriridj', 'Batna', 'Bejaia Bouira', 'Boumerdes', 'Jijel', 'northern governorates', 'Oum El Bouaghi', 'El Bayedh', 'Khanchela', 'high plateau North-East', 'Naama governortae', 'West']",0.0,1.0,21.0
478,2019-0255-AFG,2019.0,,Natural,Hydrological,Flood,Flash flood,,,Afghanistan,AFG,Southern Asia,Asia,"Kabul, Parwan, Ghour, Herat, Bamyan, Ghazni",Heavy rains,,,,,,133360.0,Km2,34.668,67.894,,24.0,11.0,550.0,,561.0,,,,"Bamyan, Ghazni, Ghor, Hirat, Kabul, Parwan (Adm1). ",2019-05-22,2019-05-27,"['Kabul', 'Parwan', 'Ghour', 'Herat', 'Bamyan', 'Ghazni']",0.0,18.0,49.0
479,2019-0125-AFG,2019.0,,Natural,Hydrological,Flood,,,,Afghanistan,AFG,Southern Asia,Asia,"Herat, Ghoryan, Koh Zor, Rubat Sangi , Zinda Jan Districts, (Herat Province); Faryab, Balkh, Badhis",Heavy rains,,,,,,,Km2,,,,35.0,,,,,,,,"Badghis, Balkh, Faryab (Adm1). Farsi, Ghoryan, Herat, Kushk, Zindajan (Adm2). ",2019-03-18,2019-03-26,"['Herat', 'Ghoryan', 'Koh Zor', 'Rubat Sangi ', 'Zinda Jan Districts,', 'Herat Province', 'Faryab', 'Balkh', 'Badhis']",0.0,0.0,0.0
480,2019-0143-AFG,2019.0,,Natural,Hydrological,Flood,,,,Afghanistan,AFG,Southern Asia,Asia,"Obey, Kohsan, Karrokh, Shindand, Guzara districts (Herat)",,,,,,,,Km2,,,,16.0,6.0,,1275.0,1281.0,,,,"Guzara, Karukh, Kohsan, Obe, Shindand (Adm2). ",2019-03-30,2019-04-15,"['Obey', 'Kohsan', 'Karrokh', 'Shindand', 'Guzara districts', 'Herat']",0.0,0.0,0.0
481,2019-0070-AGO,2019.0,,Natural,Hydrological,Flood,Flash flood,,,Angola,AGO,Middle Africa,Africa,"Cangadala, Cambundi-Catembo, Quirima (Malanje province); Luanda province",Heavy rains,,,,,,,Km2,,,,11.0,,,4255.0,4255.0,,,,"Cambundi-catembo, Cangandala, Luanda, Quirima (Adm2). ",2019-02-20,2019-02-28,"['Cangadala', 'Cambundi-Catembo', 'Quirima', 'Malanje province', 'Luanda province']",0.0,0.0,9.0
482,2019-0123-AGO,2019.0,,Natural,Hydrological,Flood,,,,Angola,AGO,Middle Africa,Africa,"Benguela, Luanda, Huíla, Zaire Provinces",Heavy rains,,,,,,,Km2,,,,19.0,,795.0,280.0,1075.0,,,,"Benguela, Huila, Luanda, Zaire (Adm1). ",2019-03-16,2019-03-22,"['Benguela', 'Luanda', 'Huíla', 'Zaire Provinces']",0.0,1.0,0.0
483,2019-0232-ALB,2019.0,,Natural,Geophysical,Earthquake,Ground movement,,,Albania,ALB,Southern Europe,Europe,Korçë county,,,,,,,5.0,Richter,40.501,20.722,,,4.0,300.0,,304.0,,,,Korce (Adm1). ,2019-06-01,2019-06-01,['Korçë county'],0.0,0.0,6.0
484,2019-0185-ARG,2019.0,,Natural,Hydrological,Flood,,,,Argentina,ARG,South America,Americas,"Resistencia, Barranqueras, General Pinedo, Charata, Las Breñas, Saenz Peña, Corrientes cities (Chaco, Formosa, Corrientes provinces)",Heavy rains,,,,,,,Km2,,,,2.0,,1800.0,,1800.0,,,,"Chaco, Corrientes, Formosa (Adm1). ",2019-04-23,2019-04-23,"['Resistencia', 'Barranqueras', 'General Pinedo', 'Charata', 'Las Breñas', 'Saenz Peña', 'Corrientes cities', 'Chaco', 'Formosa', 'Corrientes provinces']",0.0,15.0,23.0
485,2019-0206-ARG,2019.0,,Natural,Hydrological,Flood,,,,Argentina,ARG,South America,Americas,"General Taboada, Juan Felipe Ibarra, Belgrano Departments (Santiago del Estero Province)",Hevy rainfall,,,,,,,Km2,,,,,,2100.0,,2100.0,,,,"Belgrano, General Taboada, Juan F. Ibarra (Adm2). ",2019-05-10,2019-05-20,"['General Taboada', 'Juan Felipe Ibarra', 'Belgrano Departments', 'Santiago del Estero Province']",4.0,0.0,0.0
486,2019-0319-ARM,2019.0,OT-2019-000078,Natural,Meteorological,Storm,Convective storm,Hail,,Armenia,ARM,Western Asia,Asia,"Karnut, Saratak, Hovit, Basen, Arevik, Jradzor, Tshoghamarg, Goghovit, Gtashen, Hoghmik, Lernaghyugh, Torosgyugh, Hovtun, Amasia (Shirak region)",,,,,,,,Kph,,,,,,11700.0,,11700.0,,,,Shirak (Adm1). ,2019-06-27,2019-06-27,"['Karnut', 'Saratak', 'Hovit', 'Basen', 'Arevik', 'Jradzor', 'Tshoghamarg', 'Goghovit', 'Gtashen', 'Hoghmik', 'Lernaghyugh', 'Torosgyugh', 'Hovtun', 'Amasia', 'Shirak region']",0.0,13.0,7.0
487,2019-0028-AUS,2019.0,,Natural,Hydrological,Flood,Riverine flood,,,Australia,AUS,Australia and New Zealand,Oceania,"Townsville, Daintree, Giru (Queensland)",Heavy rains,,,,Yes,,,Km2,,,Daintree,3.0,,9900.0,,9900.0,,726894.0,2289430.0,"Burdekin (S), Cairns (R), Townsville (C) (Adm2). ",2019-01-27,2019-02-09,"['Townsville', 'Daintree', 'Giru', 'Queensland']",26.0,5.0,0.0
488,2019-0049-BDI,2019.0,,Natural,Hydrological,Flood,,,,Burundi,BDI,Eastern Africa,Africa,"Nyakabiga, Musaga, Kanyosha, Buterere,Kinama",Heavy rains,,,,,,,Km2,,,,10.0,,,,,,,,"Buterere, Kanyosha, Kinama, Musaga, Nyakabiga (Adm2). ",2019-01-17,2019-01-21,"['Nyakabiga', 'Musaga', 'Kanyosha', 'Buterere,Kinama']",0.0,0.0,23.0
489,2019-0296-BEL,2019.0,,Natural,Meteorological,Extreme temperature ,Heat wave,,,Belgium,BEL,Western Europe,Europe,,,,,,,,35.0,°C,,,,128.0,,,,,,,,"Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes, Region wallonne, Vlaams Gewest (Adm1). ",2019-06-21,2020-07-01,[],0.0,6.0,0.0
490,2019-0144-BGD,2019.0,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Bangladesh,BGD,Southern Asia,Asia,Dhaka,,,,,,,,Kph,,,,15.0,,,,,,,,Dhaka (Adm1). ,2019-03-31,2019-03-31,['Dhaka'],0.0,0.0,4.0
491,2019-0304-BGD,2019.0,,Natural,Hydrological,Landslide,Landslide,,,Bangladesh,BGD,Southern Asia,Asia,Cox’s Bazar (Chittagong Division),Mosoon rains,,,,,,,,,,,2.0,16.0,18000.0,,18016.0,,,,Cox's Bazar (Adm2). ,2019-07-02,2019-07-08,"['Cox’s Bazar', 'Chittagong Division']",0.0,1.0,5.0
492,2019-0164-BGD,2019.0,ST-2019-000134,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Fani',Bangladesh,BGD,Southern Asia,Asia,"Barguna, Kishoreganj,Noakhali, Laxmipur, Feni, Chandpur, Bhola, Patuakhali, Barishal, Pirozpur, Jhalokathi, Bagherhat, Khulna, Satkhira districts",,,,,,,200.0,Kph,,,,39.0,45.0,,10000.0,10045.0,,,,"Bagerhat, Barguna, Barisal, Bhola, Chandpur, Feni, Jhalokati, Khulna, Kishoreganj, Lakshmipur, Noakhali, Patuakhali, Pirojpur, Satkhira (Adm2). ",2019-05-04,2019-05-04,"['Barguna', 'Kishoreganj,Noakhali', 'Laxmipur', 'Feni', 'Chandpur', 'Bhola', 'Patuakhali', 'Barishal', 'Pirozpur', 'Jhalokathi', 'Bagherhat', 'Khulna', 'Satkhira districts']",0.0,0.0,9.0
493,2019-0194-BIH,2019.0,,Natural,Hydrological,Flood,,,,Bosnia and Herzegovina,BIH,Southern Europe,Europe,"Lukavac, Banovici, Tešanj, Doboj Jug, Sanski Most, Bosanska Krupa, Prijedor, Cazin, Usora, Kljuc, Teslic",,,,,Yes,,,Km2,,,"Sana, Una, Usora Rivers",1.0,,600.0,,600.0,,,,"Bosanska Krupa, Doboj, Kljuc, Lukavac, Prijedor, Sanski Most, Tesanj, Teslic, Tuzla, Unsko-sanski, Zenicko-dobojski (Adm2). ",2019-05-12,2019-05-13,"['Lukavac', 'Banovici', 'Tešanj', 'Doboj Jug', 'Sanski Most', 'Bosanska Krupa', 'Prijedor', 'Cazin', 'Usora', 'Kljuc', 'Teslic']",0.0,0.0,4.0
494,2019-0092-BOL,2019.0,,Natural,Hydrological,Landslide,Mudslide,,,Bolivia (Plurinational State of),BOL,South America,Americas,"Cochabamba, Beni, La Paz, Potosi, Chuquisaca, Tarija and Pando",Torrential rains,,,,,,,,,,,23.0,,,,,,,,"Beni, Chuquisaca, Cochabamba, La Paz, Pando, Potosi, Tarija (Adm1). ",2019-02-02,2019-02-04,"['Cochabamba', 'Beni', 'La Paz', 'Potosi', 'Chuquisaca', 'Tarija and Pando']",0.0,0.0,1.0
495,2019-0037-BOL,2019.0,,Natural,Hydrological,Flood,,,,Bolivia (Plurinational State of),BOL,South America,Americas,"Santa Cruz, Cochabamba, Tarija, Potosi, northern part of La Paz",Heavy rains,,,,Yes,,,Km2,,,,,,14000.0,,14000.0,,,,"Cochabamba, La Paz, Potosi, Santa Cruz, Tarija (Adm1). ",2019-01-16,2019-01-16,"['Santa Cruz', 'Cochabamba', 'Tarija', 'Potosi', 'northern part of La Paz']",2.0,0.0,14.0
496,2019-0309-BRA,2019.0,,Natural,Hydrological,Flood,Flash flood,,,Brazil,BRA,South America,Americas,Pernambuco state,Heavy rains,,,,,,,Km2,,,,7.0,,30000.0,,30000.0,,,,Pernambuco (Adm1). ,2019-06-13,2019-06-13,['Pernambuco state'],0.0,0.0,17.0
497,2019-0023-CHL,2019.0,,Natural,Geophysical,Earthquake,Ground movement,,,Chile,CHL,South America,Americas,Coquimbo,,,,,,,7.0,Richter,-30.074,-71.423,,2.0,,780.0,,780.0,,,,Coquimbo (Adm1). ,2019-01-19,2019-01-19,['Coquimbo'],0.0,0.0,3.0
498,2019-0091-CHL,2019.0,,Natural,Hydrological,Flood,,,,Chile,CHL,South America,Americas,"Arica y Parinacota, Tarapacá, Antofagasta regions",Torrential rains,,,,,,272110.0,Km2,-21.965,-69.245,,6.0,,600.0,,600.0,,,,"Antofagasta, Arica y Painacota, Tarapaca (Adm1). ",2019-02-01,2019-02-10,"['Arica y Parinacota', 'Tarapacá', 'Antofagasta regions']",0.0,3.0,12.0
499,2019-0291-CHN,2019.0,,Natural,Meteorological,Storm,Convective storm,Tornado,,China,CHN,Eastern Asia,Asia,Kaiyuan city (Liaoning Province),,,,,,,,Kph,,,,6.0,120.0,45000.0,,45120.0,,,165984.0,Tieling (Adm2). ,2019-07-03,2019-07-03,"['Kaiyuan city', 'Liaoning Province']",0.0,0.0,3.0
500,2019-0096-CHN,2019.0,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Sichuan Province,,,,,,,5.0,Richter,29.498,104.632,,2.0,12.0,32733.0,27.0,32772.0,,,2289.0,Sichuan Sheng (Adm1). ,2019-02-25,2019-02-25,['Sichuan Province'],4.0,6.0,0.0
501,2019-0259-CHN,2019.0,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yibin (Sichuan province),,,,,,,6.0,Richter,28.405,104.957,,13.0,220.0,244000.0,,244220.0,,,1488129.0,Yibin (Adm2). ,2019-06-17,2019-06-17,"['Yibin', 'Sichuan province']",3.0,146.0,0.0
502,2019-0134-CHN,2019.0,,Natural,Climatological,Wildfire,Forest fire,,,China,CHN,Eastern Asia,Asia,Liangshan (Sichan province),,,,,,,,Km2,,,,30.0,,,,,,,,Liangshan Yi (Adm2). ,2019-04-01,2019-04-01,"['Liangshan', 'Sichan province']",0.0,0.0,1.0
503,2019-0161-CHN,2019.0,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,Shenzhen City (Guangdong Province),Heavy rains,,,,,,,Km2,,,,11.0,,,,,,,,Shenzhen (Adm2). ,2019-04-11,2019-04-12,"['Shenzhen City', 'Guangdong Province']",0.0,0.0,0.0
504,2019-0209-CHN,2019.0,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Yunnan, Guizhou, Guangxi, Hunan, Guangdong, Jiangxi, Zhejiang, Fujian, Chongqing provinces",Heavy rains,,,,,,,Km2,,,,300.0,,4500000.0,,4500000.0,,801300.0,7097232.0,"Chongqing Shi, Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hunan Sheng, Jiangxi Sheng, Yunnan Sheng, Zhejiang Sheng (Adm1). ",2019-06-13,2019-07-01,"['Yunnan', 'Guizhou', 'Guangxi', 'Hunan', 'Guangdong', 'Jiangxi', 'Zhejiang', 'Fujian', 'Chongqing provinces']",4.0,0.0,24.0
505,2019-0333-CHN,2019.0,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Zhejiang, Fujian, Jiangxi, Hunan, Guangdong, Yunnan, Sichuan provinces, Guangxi Zhuang Autonomous Region, Tibet Autonomous Region",,,,,,,,Km2,,,,17.0,,360000.0,,360000.0,,,,"Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Jiangxi Sheng, Sichuan Sheng, Xizang Zizhiqu, Yunnan Sheng, Zhejiang Sheng (Adm1). ",2019-07-15,2019-07-15,"['Zhejiang', 'Fujian', 'Jiangxi', 'Hunan', 'Guangdong', 'Yunnan', 'Sichuan provinces', 'Guangxi Zhuang Autonomous Region', 'Tibet Autonomous Region']",0.0,1.0,0.0
509,2019-0075-COL,2019.0,,Natural,Hydrological,Flood,,,,Colombia,COL,South America,Americas,"Condoto, Tadó, Cértegui, Andagoya, Río Iró e Istmina municipalities (Chocó department)",Heavy rains,,,,,,,Km2,,,"San Juan, Iró, Condoto, Cértegui , Quito rivers",,,9000.0,,9000.0,,,,"Condoto, Entrerrios, Tado (Adm2). ",2019-02-20,2019-02-26,"['Condoto', 'Tadó', 'Cértegui', 'Andagoya', 'Río Iró e Istmina municipalities', 'Chocó department']",0.0,0.0,0.0
510,2019-0175-COL,2019.0,,Natural,Hydrological,Landslide,,,,Colombia,COL,South America,Americas,Rosas (Cauca department) - Barbacoas municapility (Narino department),Heavy rains,,,,,,,,,,,32.0,,,,,,,,"Barbacoas, Rosas (Adm2). ",2019-04-21,2019-04-21,"['Rosas', 'Cauca department - Barbacoas municapility', 'Narino department']",591.0,212.0,0.0
511,2019-0025-CUB,2019.0,,Natural,Meteorological,Storm,Convective storm,Tornado,,Cuba,CUB,Caribbean,Americas,"Cerro, 10 de Octubre,Guanabacoa, Regla, San Miguel del Padron (la Havana)",,,,,,,300.0,Kph,,,,6.0,195.0,9916.0,,10111.0,,,,"Cerro, Diez De Octubre, Guanabacoa, Regla, San Miguel Del Padron (Adm2). ",2019-01-27,2019-01-28,"['Cerro', '10 de Octubre,Guanabacoa', 'Regla', 'San Miguel del Padron', 'la Havana']",0.0,0.0,1.0
512,2019-0001-DEU,2019.0,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Germany,DEU,Western Europe,Europe,Bavaria,,,,,,,,Kph,,,,1.0,,,,,,,,Bayern (Adm1). ,2019-01-05,2019-01-17,['Bavaria'],0.0,3.0,15.0
513,2019-0296-DEU,2019.0,,Natural,Meteorological,Extreme temperature ,Heat wave,,,Germany,DEU,Western Europe,Europe,,,,,,,,39.0,°C,,,,4.0,,,,,,,,Baden-Wuerttemberg (Adm1). ,2019-06-24,2019-06-30,[],0.0,0.0,1.0
514,2019-0243-ECU,2019.0,,Natural,Geophysical,Earthquake,Ground movement,,,Ecuador,ECU,South America,Americas,Amazon basin region,,,,,,,8.0,Richter,-5.812,-75.27,,,15.0,,,15.0,,,,"Morona Santiago, Orellana, Pastaza, Sucumbios (Adm1). ",2019-05-26,2019-05-26,['Amazon basin region'],0.0,0.0,25.0
515,2019-0078-ECU,2019.0,,Natural,Hydrological,Flood,,,,Ecuador,ECU,South America,Americas,"La Delia, El Colorado (Los Rios Province); Santa Ana Canton, Manabí, Pastaza provinces",Heavy rains,,,,,,,Km2,,,Portoviejo River ,14.0,,3000.0,,3000.0,,,,"Los Rios, Manabi, Pastaza (Adm1). ",2019-02-21,2019-03-05,"['La Delia', 'El Colorado', 'Los Rios Province', 'Santa Ana Canton', 'Manabí', 'Pastaza provinces']",0.0,0.0,20.0
516,2019-0296-ESP,2019.0,,Natural,Meteorological,Extreme temperature ,Heat wave,,,Spain,ESP,Southern Europe,Europe,"Cordoba, Valladolid",,,,,,,,°C,,,,2.0,,,,,,,,"C??rdoba, Valladolid (Adm2). ",2019-06-26,2019-06-30,"['Cordoba', 'Valladolid']",0.0,7.0,7.0
517,2019-0296-FRA,2019.0,,Natural,Meteorological,Extreme temperature ,Heat wave,,,France,FRA,Western Europe,Europe,"Vaucluse, Bouches-du-Rhône, Hérault, Gard",,,,,,,46.0,°C,,,,567.0,,,,,,,,Herault (Adm2). ,2019-06-24,2019-07-07,"['Vaucluse', 'Bouches-du-Rhône', 'Hérault', 'Gard']",0.0,8.0,43.0
518,2019-0124-FSM,2019.0,,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Wutip',Micronesia (Federated States of),FSM,Micronesia,Oceania,"Chuuk, Pohnpei, Yap Isl.",,,,,Yes,,100.0,Kph,,,,,,10000.0,,10000.0,,,,Administrative unit not available (Adm1). ,2019-02-19,2019-02-22,"['Chuuk', 'Pohnpei', 'Yap Isl.']",0.0,19.0,23.0
